7,2,3,12443
5,9,7,12469
3,4,1,12495
9,2,2,12532
0,4,2,12564
7,5,5,12601
6,9,2,12634
5,2,2,12671
7,4,4,12702
3,7,14,12737
7,3,2,12763
4,1,7,12796
7,6,7,12831
2,8,2,12857
6,5,6,12888
5,0,5,12923
4,0,6,12950
3,8,17,12979
7,4,2,13012
4,0,4,13044
3,7,1,13072
2,8,3,13101
3,6,3,13132
1,7,1,13162
8,3,11,13192
10,0,2,13223
4,8,9,13254
0,9,13,13286
8,3,9,13317
5,2,4,13346
3,7,3,13376
5,2,2,13403
8,3,13,13428
7,9,1,13464
3,3,7,13497
6,1,6,13527
5,7,2,13555
6,9,4,13584
3,8,1,13617
9,0,7,13647
3,0,4,13682
7,2,1,13714
3,8,8,13743
9,5,1,13775
6,8,3,13804
7,2,3,13836
9,3,10,13862
4,3,8,13896
5,4,12,13926
9,5,5,13955
7,0,1,13988
1,8,13,14020
0,8,8,14049
7,2,5,14085
5,7,10,14117
5,2,2,14149
3,8,2,14178
7,9,2,14205
1,9,1,14237
2,7,5,14266
1,8,1,14297
7,3,2,14328
1,9,10,14355
8,3,6,14386
7,7,5,14413
5,6,1,14444
5,2,5,14477
0,2,2,14504
3,8,10,14536
9,2,6,14566
1,5,1,14602
7,2,1,14637
9,8,3,14670
7,7,5,14702
3,9,5,14728
0,4,2,14757
0,4,1,14783
7,2,4,14803
3,8,3,14829
8,3,9,14861
2,7,11,14891
4,0,5,14919
3,0,6,14950
6,4,1,14979
8,6,1,15006
8,4,7,15036
5,2,17,15070
4,9,2,15105
8,8,8,15134
2,9,2,15174
3,8,2,15205
1,1,2,15234
7,3,3,15263
0,8,1,15294
2,5,6,15326
1,1,5,15356
4,6,6,15384
8,8,1,15414
0,8,1,15447
6,6,2,15479
1,8,2,15506
0,8,4,15539
2,8,4,15567
8,4,4,15593
8,8,3,15625
0,8,3,15652
8,2,4,15681
4,9,1,15705
8,8,5,15735
7,9,13,15763
0,7,1,15789
8,9,2,15821
2,9,14,15859
0,5,4,15885
8,7,1,15918
4,1,2,15948
1,8,9,15977
7,4,1,16012
2,8,7,16040
9,5,1,16076
2,8,2,16108
3,8,1,16136
1,8,2,16165
7,0,4,16197
3,5,4,16228
7,4,1,16255
0,9,1,16282
1,8,2,16310
7,2,5,16342
1,8,4,16376
1,4,3,16404
4,4,5,16435
6,6,1,16471
2,0,1,16502
0,2,10,16538
1,4,4,16566
6,6,5,16596
0,1,5,16624
9,5,10,16654
8,2,2,16686
2,9,5,16714
6,5,6,16746
1,5,3,16776
1,6,4,16807
9,7,7,16839
0,1,5,16875
9,1,4,16904
2,9,6,16937
2,2,14,16968
0,8,13,17000
2,8,17,17032
3,9,1,17063
7,2,6,17094
2,2,3,17123
3,8,6,17153
7,1,2,17191
5,8,3,17219
1,6,1,17250
1,8,6,17276
0,5,11,17304
0,4,1,17334
5,2,1,17360
9,7,12,17389
8,8,5,17419
8,6,12,17446
3,9,11,17474
9,0,11,17501
2,9,4,17537
1,7,5,17565
0,7,2,17595
3,7,19,17621
8,5,3,17653
0,4,8,17681
7,6,4,17707
7,8,1,17733
1,8,2,17768
1,8,12,17802
4,1,1,17834
2,8,18,17868
7,9,2,17900
5,7,3,17928
7,1,10,17961
7,2,2,17996
4,7,4,18034
5,3,1,18069
10,0,3,18103
5,5,20,18135
2,8,11,18164
3,5,2,18193
7,4,7,18226
5,5,2,18256
5,3,6,18287
7,2,2,18319
6,2,1,18348
4,3,13,18381
7,2,9,18409
4,4,6,18438
3,3,14,18469
3,9,8,18502
0,8,3,18531
0,8,2,18570
3,8,2,18594
2,5,3,18623
1,9,1,18658
2,7,3,18685
7,4,3,18713
5,0,2,18745
9,2,1,18773
4,2,3,18800
4,3,1,18833
8,0,12,18864
6,2,6,18896
2,4,2,18928
3,4,7,18956
7,6,4,18984
2,8,8,19017
2,7,4,19047
7,3,2,19078
0,6,3,19104
0,9,12,19130
6,8,2,19166
5,6,9,19202
2,7,19,19232
4,1,3,19261
6,8,6,19289
1,4,11,19320
6,4,1,19352
3,0,1,19383
1,7,6,19410
7,8,1,19439
5,5,9,19471
9,0,1,19497
1,9,20,19533
1,1,18,19562
3,7,6,19590
0,7,5,19618
7,2,3,19647
7,3,2,19678
2,3,1,19706
3,3,4,19736
7,8,1,19767
2,9,8,19797
9,9,1,19829
5,9,17,19862
0,5,1,19892
2,8,6,19917
4,3,1,19949
1,9,2,19981
8,5,10,20008
9,4,14,20038
0,4,2,20073
5,2,3,20104
7,8,3,20130
5,9,18,20157
2,9,1,20190
3,0,3,20223
3,0,1,20250
5,1,7,20281
8,7,5,20314
2,0,4,20340
8,5,1,20368
2,8,6,20397
9,6,2,20428
3,8,6,20454
5,8,1,20486
8,2,2,20513
8,3,3,20543
1,7,5,20580
2,3,1,20609
5,9,1,20642
4,1,1,20673
4,4,5,20707
5,2,7,20740
4,0,9,20776
8,8,1,20809
9,9,14,20836
3,0,7,20860
9,2,4,20889
0,8,3,20918
9,6,3,20946
2,8,3,20981
8,2,5,21012
9,3,2,21044
1,9,3,21081
3,7,12,21111
3,6,20,21141
8,0,4,21172
8,7,1,21202
3,1,3,21233
7,0,3,21262
3,8,3,21292
2,8,1,21326
0,6,6,21357
6,4,1,21388
7,7,8,21416
7,3,1,21446
5,4,3,21474
7,6,1,21509
4,6,3,21538
8,2,9,21574
4,7,1,21602
7,2,5,21630
3,0,10,21667
1,9,8,21696
1,8,3,21728
6,8,3,21762
7,1,5,21789
8,8,11,21821
8,9,2,21851
7,2,5,21880
8,0,1,21912
2,4,1,21938
2,0,3,21966
5,7,1,21996
7,2,1,22026
0,6,10,22056
6,3,3,22091
4,2,2,22125
3,4,5,22153
7,2,2,22183
2,3,2,22210
1,7,10,22238
8,3,2,22265
3,8,3,22296
3,7,2,22328
2,4,3,22353
1,2,1,22384
3,8,5,22411
2,5,1,22439
4,6,3,22471
3,7,1,22503
9,6,12,22531
5,9,1,22560
0,8,3,22593
3,0,5,22623
4,7,1,22655
7,3,10,22683
4,3,3,22710
1,8,8,22742
7,4,2,22776
3,8,11,22805
8,8,11,22835
3,6,1,22868
2,4,8,22905
5,9,1,22936
0,6,3,22967
0,7,15,22999
6,4,8,23030
6,2,4,23059
7,2,4,23095
3,7,1,23129
4,2,3,23163
3,8,3,23194
3,7,5,23224
2,9,4,23253
2,8,3,23281
0,7,10,23317
0,5,2,23349
5,6,2,23380
8,3,2,23409
8,8,13,23440
0,7,7,23466
0,9,1,23496
7,7,5,23525
3,9,15,23557
2,9,5,23594
7,1,3,23622
4,0,1,23652
3,9,11,23683
2,8,1,23711
3,8,4,23744
7,7,7,23770
3,9,10,23803
1,8,3,23832
8,8,6,23860
2,8,10,23888
3,8,2,23917
8,0,1,23941
9,1,1,23970
0,8,3,24006
5,6,2,24039
5,0,3,24067
0,9,2,24099
2,7,3,24127
2,9,2,24157
5,7,1,24190
4,0,1,24221
0,8,3,24252
2,7,3,24286
3,8,4,24320
0,9,6,24348
7,8,4,24382
4,0,1,24409
2,6,1,24445
5,0,5,24476
5,8,10,24501
3,8,8,24532
7,2,5,24558
0,6,9,24586
5,9,4,24616
2,2,11,24648
3,8,10,24677
8,7,5,24711
3,0,3,24738
1,8,2,24765
0,7,13,24793
1,7,12,24820
0,6,5,24841
7,9,5,24871
3,9,5,24893
9,7,4,24921
5,6,6,24946
2,9,1,24978
8,9,4,25007
3,8,6,25041
1,7,3,25075
4,5,1,25108
7,1,12,25139
4,2,6,25172
4,4,3,25208
7,5,3,25238
3,1,3,25267
7,4,6,25300
0,7,3,25335
4,8,1,25366
4,8,9,25396
1,7,2,25427
8,0,6,25460
6,6,2,25493
7,1,1,25519
1,8,13,25544
8,2,2,25572
1,8,1,25604
1,2,10,25636
5,6,13,25664
4,8,3,25696
5,3,3,25724
6,0,8,25755
0,1,3,25790
3,7,4,25819
6,0,8,25851
1,5,3,25880
3,8,2,25909
10,0,1,25940
2,6,16,25964
4,0,5,25997
8,2,16,26028
9,3,2,26060
4,8,4,26091
6,5,8,26120
1,8,5,26154
0,8,3,26184
4,9,4,26214
1,8,2,26243
0,6,2,26275
5,2,5,26307
0,8,3,26337
8,7,12,26371
7,1,11,26404
9,0,4,26430
7,9,8,26463
1,7,1,26497
2,1,2,26527
1,3,9,26561
5,9,11,26589
1,7,1,26614
0,9,6,26645
9,1,8,26673
2,3,3,26708
1,6,1,26738
1,8,4,26769
7,2,7,26790
0,2,1,26825
2,0,3,26858
0,5,2,26886
1,8,13,26917
6,9,11,26949
0,8,7,26977
1,7,4,27007
4,0,17,27040
9,0,2,27074
8,2,3,27105
2,0,3,27136
3,8,2,27162
7,7,10,27191
7,1,14,27230
6,1,13,27254
0,6,4,27290
0,9,3,27318
2,7,5,27353
1,9,5,27380
9,4,8,27410
2,5,3,27438
8,5,6,27467
4,6,2,27501
0,8,2,27538
1,7,3,27564
3,8,4,27597
8,9,3,27624
1,7,1,27651
9,6,20,27682
6,4,6,27714
8,8,2,27752
2,8,15,27787
9,1,3,27821
8,7,11,27847
2,6,2,27873
2,9,5,27910
7,8,2,27939
1,8,3,27972
6,6,5,28005
6,4,6,28034
3,8,3,28070
7,9,3,28096
3,8,19,28132
2,8,1,28163
3,8,3,28196
5,8,10,28228
3,8,2,28261
3,6,14,28293
3,9,7,28325
8,2,1,28356
4,0,4,28388
6,7,17,28420
6,5,5,28447
0,9,7,28478
7,0,1,28511
3,9,6,28544
6,4,1,28576
3,8,2,28604
2,8,2,28636
6,5,2,28667
0,1,1,28696
7,2,3,28723
4,1,6,28754
3,1,4,28778
5,7,3,28806
0,8,1,28834
2,7,7,28860
5,0,3,28891
1,9,10,28919
8,0,1,28950
7,9,1,28979
7,1,13,29010
5,2,12,29043
1,2,10,29079
0,9,10,29116
1,0,2,29151
7,3,1,29183
1,7,6,29212
3,9,16,29242
7,9,1,29271
6,5,1,29301
0,4,9,29332
3,7,4,29362
6,1,1,29391
7,2,4,29419
0,8,3,29452
7,2,2,29481
6,3,1,29506
4,4,12,29540
1,7,6,29570
7,2,6,29597
3,8,4,29633
9,3,17,29666
3,2,5,29695
7,1,3,29726
3,9,2,29761
5,5,2,29794
9,7,4,29831
4,3,11,29867
6,1,7,29899
3,9,15,29929
1,8,4,29965
8,8,1,29996
2,8,4,30022
7,8,2,30055
3,8,2,30088
4,1,2,30121
5,7,2,30147
1,8,1,30179
1,9,2,30208
8,6,5,30238
5,1,14,30263
6,6,3,30292
7,2,13,30321
7,1,2,30350
3,7,3,30379
2,7,1,30409
2,9,13,30443
4,9,7,30475
6,2,2,30507
2,9,7,30539
5,2,1,30576
7,1,3,30607
1,9,2,30633
0,8,7,30663
8,8,6,30696
2,8,5,30727
6,5,6,30759
1,7,15,30787
0,8,2,30816
5,2,1,30839
2,5,1,30864
5,3,3,30893
8,5,1,30927
1,8,14,30953
7,2,2,30985
7,8,3,31012
8,0,14,31047
8,7,2,31074
0,4,14,31102
8,7,11,31136
1,8,6,31163
6,6,6,31197
7,1,7,31221
5,5,2,31251
3,9,13,31282
7,1,1,31310
3,0,1,31336
1,8,6,31371
7,5,6,31409
8,4,2,31438
4,7,1,31470
7,7,3,31496
3,8,9,31528
1,3,4,31564
2,9,5,31597
5,2,7,31624
9,6,3,31654
1,8,6,31684
3,0,6,31713
3,8,8,31740
2,9,3,31769
7,1,2,31796
1,8,6,31829
2,0,12,31859
7,2,10,31886
3,8,5,31915
6,9,7,31946
2,9,2,31981
7,1,3,32009
7,6,2,32042
4,5,4,32075
2,3,13,32108
1,8,1,32143
6,6,2,32175
7,0,7,32210
7,7,4,32244
9,5,4,32275
2,0,5,32301
5,2,1,32328
9,9,10,32358
2,9,11,32387
5,8,2,32418
1,0,1,32445
2,7,3,32471
5,2,1,32504
1,9,3,32533
5,6,7,32556
9,1,3,32581
2,7,14,32615
1,9,8,32643
7,1,1,32674
6,2,17,32707
2,9,2,32739
4,5,6,32772
8,8,3,32802
5,4,5,32833
7,7,3,32859
8,8,5,32894
2,4,4,32919
7,1,1,32952
2,9,3,32987
6,5,6,33013
4,1,5,33045
5,0,1,33074
1,5,1,33106
7,4,1,33140
0,7,2,33171
2,6,3,33202
3,8,2,33237
2,7,6,33267
6,8,2,33293
7,2,8,33321
8,9,6,33348
7,4,1,33383
0,8,14,33412
4,4,2,33443
0,4,3,33477
8,7,2,33513
6,8,3,33550
2,8,5,33578
0,5,4,33608
3,8,5,33636
2,8,8,33665
1,6,8,33689
7,8,2,33718
6,0,3,33749
6,4,2,33779
3,7,3,33805
0,7,1,33833
1,9,11,33868
3,8,4,33896
8,5,5,33921
0,8,4,33949
4,2,1,33977
2,1,8,34007
9,0,1,34035
7,2,5,34064
0,2,2,34095
7,0,1,34124
4,8,8,34155
5,7,8,34189
7,1,5,34219
8,7,1,34247
3,6,4,34279
8,7,5,34308
6,4,1,34340
7,8,3,34368
4,6,13,34396
7,1,9,34430
1,7,4,34461
5,7,5,34493
7,0,1,34527
7,9,1,34556
4,7,1,34585
6,2,8,34617
6,2,1,34652
5,2,2,34684
0,8,2,34716
7,2,1,34744
9,9,5,34772
3,9,5,34806
7,2,3,34842
7,3,12,34872
8,0,15,34898
4,2,6,34929
7,1,1,34953
7,4,1,34985
9,3,1,35015
3,7,1,35045
5,7,6,35075
5,9,2,35105
0,7,3,35129
1,5,4,35163
2,8,7,35194
3,9,6,35224
3,1,1,35258
9,2,1,35286
1,9,2,35314
4,7,6,35343
0,7,1,35369
3,7,4,35399
1,7,1,35432
3,0,3,35462
7,1,5,35496
4,7,4,35523
3,8,13,35559
2,9,4,35591
0,8,3,35615
1,7,14,35650
0,9,3,35681
5,8,1,35708
0,5,11,35739
2,0,16,35775
5,6,1,35805
9,3,1,35838
0,9,2,35867
3,8,6,35898
7,3,1,35931
7,8,7,35960
3,8,3,35994
7,2,5,36028
7,4,18,36054
6,3,4,36084
8,0,1,36115
9,2,6,36145
1,8,1,36180
8,7,3,36211
0,8,6,36248
3,6,1,36279
7,9,7,36311
5,9,1,36340
1,4,2,36371
2,9,2,36407
9,5,6,36440
4,6,8,36470
2,7,13,36494
7,9,1,36528
9,3,11,36556
1,8,1,36591
8,0,15,36625
1,2,4,36657
3,3,2,36684
0,2,12,36710
0,7,4,36743
2,7,4,36773
9,6,3,36803
1,7,5,36828
1,8,17,36863
6,4,5,36890
1,9,1,36921
1,3,1,36952
3,9,4,36981
2,1,1,37015
5,6,3,37045
3,8,5,37076
8,5,1,37106
7,9,3,37141
7,9,7,37173
8,2,1,37205
1,3,6,37238
3,8,4,37269
4,5,4,37310
7,1,2,37343
8,8,4,37370
3,8,1,37400
7,6,2,37430
0,8,3,37459
2,8,1,37487
7,2,4,37523
8,2,3,37554
1,4,1,37583
2,8,4,37616
5,4,1,37652
1,2,1,37688
5,1,3,37718
4,7,3,37749
7,2,6,37774
6,5,5,37807
7,4,8,37836
0,8,3,37866
9,3,2,37894
1,1,8,37923
6,3,17,37953
6,5,4,37980
2,8,6,38007
0,7,9,38042
0,4,2,38071
2,9,14,38099
8,6,2,38134
9,7,1,38161
2,7,2,38187
0,8,4,38221
7,8,1,38252
3,1,3,38282
2,7,7,38315
2,9,6,38344
7,8,2,38381
8,8,4,38411
4,5,3,38438
1,0,1,38465
7,2,1,38500
0,7,1,38529
2,3,4,38562
0,8,2,38595
2,0,5,38626
8,3,6,38658
2,9,1,38685
1,7,3,38716
6,6,11,38746
6,2,3,38781
2,2,5,38806
2,2,4,38839
3,8,9,38870
7,2,12,38907
8,4,7,38937
3,8,4,38969
8,7,1,38998
6,5,1,39026
9,8,15,39052
7,2,2,39073
0,3,3,39103
8,4,1,39134
1,1,1,39161
1,8,2,39188
1,8,1,39221
7,1,4,39254
7,0,4,39287
9,6,1,39320
4,5,4,39354
1,3,5,39381
6,4,1,39412
9,5,15,39444
2,0,8,39476
1,9,4,39506
7,1,1,39539
7,6,1,39571
1,7,3,39599
8,7,1,39628
8,4,3,39662
8,7,8,39695
6,8,1,39726
4,6,3,39756
3,6,12,39790
6,8,3,39815
3,8,1,39842
1,7,6,39878
7,1,1,39907
8,7,2,39936
8,8,1,39963
5,1,5,39993
9,7,9,40023
2,8,6,40058
0,2,20,40089
9,0,2,40123
6,9,3,40153
8,2,1,40185
5,4,1,40215
0,1,4,40246
0,2,2,40276
5,6,1,40302
7,8,10,40333
8,2,7,40367
0,9,1,40398
3,0,2,40429
1,8,9,40457
2,9,2,40484
2,6,7,40518
9,0,7,40548
8,7,4,40577
5,2,15,40604
2,9,7,40631
4,9,2,40663
2,7,1,40698
1,8,7,40731
0,8,8,40764
3,8,1,40794
9,3,1,40825
8,1,1,40858
6,1,10,40886
7,8,3,40922
1,3,1,40954
7,0,3,40988
2,7,1,41023
8,5,1,41053
5,1,6,41081
0,1,4,41111
3,7,11,41146
9,5,5,41171
2,9,2,41204
7,2,15,41235
7,7,1,41265
1,7,2,41294
8,3,6,41326
2,8,1,41355
7,1,5,41377
9,3,4,41412
3,7,9,41444
4,0,4,41478
5,4,17,41508
7,1,3,41540
6,4,3,41569
0,6,11,41605
9,4,4,41632
2,7,10,41660
3,8,1,41682
2,7,2,41710
4,5,17,41739
3,1,2,41772
5,2,1,41807
0,1,5,41842
7,7,3,41872
8,6,2,41900
7,5,3,41932
7,8,1,41962
8,3,1,41992
2,5,2,42023
3,8,6,42056
3,9,1,42085
2,8,3,42110
0,1,20,42146
7,2,1,42180
1,7,10,42208
4,7,2,42238
5,5,3,42271
0,9,15,42305
3,0,16,42338
9,6,9,42369
8,3,7,42401
5,8,5,42429
1,8,6,42455
3,2,1,42482
2,1,5,42515
8,3,2,42550
7,7,10,42582
6,4,5,42606
2,9,6,42635
4,0,4,42669
2,7,5,42699
3,7,10,42730
4,3,3,42759
7,5,1,42787
1,5,8,42821
1,7,1,42844
2,2,8,42883
6,4,2,42911
6,5,1,42944
9,8,1,42973
0,8,10,43000
3,5,3,43027
6,4,15,43058
4,2,1,43093
7,1,2,43123
2,9,11,43154
8,0,7,43178
0,9,1,43211
0,4,15,43237
8,5,2,43272
0,6,3,43303
4,7,1,43333
8,4,6,43361
0,8,3,43390
0,9,7,43421
2,7,3,43445
8,5,2,43476
9,8,1,43505
3,8,7,43538
7,8,7,43572
2,5,6,43598
7,3,14,43627
9,3,1,43654
2,8,2,43679
7,7,6,43712
8,3,3,43738
6,3,2,43769
1,7,1,43799
1,3,10,43826
5,4,4,43857
7,1,2,43888
0,9,4,43916
6,8,5,43948
0,8,3,43974
3,0,5,44004
6,2,6,44030
2,9,1,44062
6,6,1,44098
0,9,1,44134
8,5,8,44164
2,8,3,44195
2,8,5,44223
8,9,9,44256
3,0,3,44284
4,1,3,44320
2,9,10,44347
3,4,5,44371
0,7,1,44400
6,2,1,44434
9,3,1,44460
5,7,10,44490
3,9,4,44519
5,4,2,44553
4,6,15,44580
8,2,8,44607
6,8,2,44634
5,1,2,44664
2,8,5,44693
2,5,15,44725
2,3,4,44754
3,9,2,44784
2,7,1,44812
2,6,3,44842
8,8,1,44870
3,1,2,44898
7,9,6,44925
3,0,1,44959
7,9,3,44991
8,8,2,45021
6,2,1,45045
5,2,4,45074
4,2,2,45103
3,8,3,45133
5,3,4,45162
5,6,2,45191
2,8,2,45222
2,9,2,45258
8,7,1,45289
6,4,1,45317
6,2,8,45349
1,6,2,45380
7,1,2,45408
3,8,2,45439
9,2,8,45472
5,2,1,45499
0,5,10,45528
1,4,1,45566
1,3,2,45600
8,4,2,45629
7,8,2,45656
4,8,3,45689
9,3,2,45714
4,4,2,45743
3,0,7,45775
1,8,12,45806
9,1,15,45839
2,8,4,45868
2,4,4,45900
2,8,10,45929
2,8,12,45962
1,8,11,45992
0,8,1,46022
2,8,5,46057
0,8,5,46082
0,8,4,46112
3,9,3,46146
1,1,4,46173
0,8,2,46209
5,4,7,46245
8,8,20,46276
2,8,5,46303
7,2,15,46334
7,2,2,46370
6,6,1,46403
0,9,6,46433
5,1,1,46461
6,1,8,46488
2,7,7,46517
0,8,1,46551
7,2,3,46581
0,9,8,46610
1,5,6,46641
4,1,9,46672
2,8,3,46703
6,8,12,46735
6,4,6,46764
2,8,1,46793
9,6,4,46825
7,3,2,46865
4,8,5,46894
2,9,10,46931
3,7,4,46959
2,3,10,46990
3,0,17,47017
6,2,3,47048
2,9,14,47079
7,3,1,47109
7,8,3,47139
2,8,1,47171
6,2,1,47197
8,8,3,47233
7,1,6,47264
9,2,3,47294
3,1,5,47322
3,8,16,47347
8,2,14,47375
4,7,1,47409
5,6,4,47439
0,9,6,47475
6,6,1,47502
7,3,6,47532
2,9,1,47565
